Column1,Column2,,,Column3,Column4,Column5,,Column6,Column7,Column8,Column9,,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29
1008,STRING_GOODS_1008,STRING_GOODS_second_1008,T_SEOUL,GOODS_RAMEN,601,불닭면,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,51,0,0,5,0,0,icon_item_20036_1.png|icon_item_20036_1.png|icon_item_20036_1.png|icon_item_20036_1.png|icon_item_20036_1.png,shop_item_0196_3.png|shop_item_0196_3.png|shop_item_0196_3.png|shop_item_0196_3.png|shop_item_0196_3.png,item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png,item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png,item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png,item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png,item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png|item_0196_3_f_1.png,item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png,item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png,item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png,item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png,item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png|item_0196_3_b_1.png
1009,STRING_GOODS_1009,STRING_GOODS_second_1009,T_NEWYORK,GOODS_RAMEN,601,소고기라면,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,45,0,0,5,0,0,icon_item_20037_1.png|icon_item_20037_1.png|icon_item_20037_1.png|icon_item_20037_1.png|icon_item_20037_1.png,shop_item_0268_1.png|shop_item_0268_1.png|shop_item_0019_3.png|shop_item_0019_4.png|shop_item_0019_5.png,item_0268_1_f_1.png|item_0268_1_f_1.png|item_0268_1_f_2.png|item_0268_1_f_2.png,item_0268_1_f_1.png|item_0268_1_f_1.png|item_0268_1_f_1.png|item_0268_1_f_1.png,item_0019_3_f_1.png|item_0019_3_f_1.png|item_0019_3_f_1.png|item_0019_3_f_1.png,item_0019_4_f_1.png|item_0019_4_f_1.png|item_0019_4_f_1.png|item_0019_4_f_1.png,item_0019_5_f_1.png|item_0019_5_f_1.png|item_0019_5_f_1.png|item_0019_5_f_1.png,item_0019_2_b_1.png|item_0019_2_b_1.png|item_0019_2_b_2.png|item_0019_2_b_2.png,item_0019_2_b_1.png|item_0019_2_b_1.png|item_0019_2_b_1.png|item_0019_2_b_1.png,item_0019_3_b_1.png|item_0019_3_b_1.png|item_0019_3_b_1.png|item_0019_3_b_1.png,item_0019_4_b_1.png|item_0019_4_b_1.png|item_0019_4_b_1.png|item_0019_4_b_1.png,item_0019_5_b_1.png|item_0019_5_b_1.png|item_0019_5_b_1.png|item_0019_5_b_1.png
1010,STRING_GOODS_1010,STRING_GOODS_second_1010,T_VENEZIA,GOODS_RAMEN,601,간장라면,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,13,0,0,5,0,icon_item_20038_1.png|icon_item_20038_1.png|icon_item_20038_1.png|icon_item_20038_1.png|icon_item_20038_1.png,shop_item_0032_1.png|shop_item_0032_2.png|shop_item_0032_3.png|shop_item_0032_4.png|shop_item_0032_5.png,item_0032_1_f_1.png|item_0032_1_f_2.png|item_0032_1_f_3.png|item_0032_1_f_4.png,item_0032_2_f_1.png|item_0032_2_f_1.png|item_0032_2_f_1.png|item_0032_2_f_1.png,item_0032_3_f_1.png|item_0032_3_f_1.png|item_0032_3_f_1.png|item_0032_3_f_1.png,item_0032_4_f_1.png|item_0032_4_f_1.png|item_0032_4_f_1.png|item_0032_4_f_1.png,item_0032_5_f_1.png|item_0032_5_f_1.png|item_0032_5_f_1.png|item_0032_5_f_1.png,item_0032_1_b_1.png|item_0032_1_b_2.png|item_0032_1_b_3.png|item_0032_1_b_4.png,item_0032_2_b_1.png|item_0032_2_b_1.png|item_0032_2_b_1.png|item_0032_2_b_1.png,item_0032_3_b_1.png|item_0032_3_b_1.png|item_0032_3_b_1.png|item_0032_3_b_1.png,item_0032_4_b_1.png|item_0032_4_b_1.png|item_0032_4_b_1.png|item_0032_4_b_1.png,item_0032_5_b_1.png|item_0032_5_b_1.png|item_0032_5_b_1.png|item_0032_5_b_1.png
1011,STRING_GOODS_1011,STRING_GOODS_second_1011,T_TOKYO,GOODS_RAMEN,601,미소라면,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,39,0,0,5,0,0,icon_item_20039_1.png|icon_item_20039_1.png|icon_item_20039_1.png|icon_item_20039_1.png|icon_item_20039_1.png,shop_item_0047_1.png|shop_item_0047_2.png|shop_item_0047_3.png|shop_item_0047_4.png|shop_item_0047_5.png,item_0047_1_f_1.png|item_0047_1_f_2.png|item_0047_1_f_3.png|item_0047_1_f_4.png,item_0047_2_f_1.png|item_0047_2_f_1.png|item_0047_2_f_1.png|item_0047_2_f_1.png,item_0047_3_f_1.png|item_0047_3_f_1.png|item_0047_3_f_1.png|item_0047_3_f_1.png,item_0047_4_f_1.png|item_0047_4_f_1.png|item_0047_4_f_1.png|item_0047_4_f_1.png,item_0047_5_f_1.png|item_0047_5_f_1.png|item_0047_5_f_1.png|item_0047_5_f_1.png,item_0047_1_b_1.png|item_0047_1_b_2.png|item_0047_1_b_3.png|item_0047_1_b_4.png,item_0047_2_b_1.png|item_0047_2_b_1.png|item_0047_2_b_1.png|item_0047_2_b_1.png,item_0047_3_b_1.png|item_0047_3_b_1.png|item_0047_3_b_1.png|item_0047_3_b_1.png,item_0047_4_b_1.png|item_0047_4_b_1.png|item_0047_4_b_1.png|item_0047_4_b_1.png,item_0047_5_b_1.png|item_0047_5_b_1.png|item_0047_5_b_1.png|item_0047_5_b_1.png
1012,STRING_GOODS_1012,STRING_GOODS_second_1012,T_TOKYO,GOODS_RAMEN,601,가쓰오 우동,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,9,0,0,5,0,icon_item_20040_1.png|icon_item_20040_1.png|icon_item_20040_1.png|icon_item_20040_1.png|icon_item_20040_1.png,shop_item_0067_1.png|shop_item_0067_2.png|shop_item_0067_3.png|shop_item_0067_3.png|shop_item_0067_3.png,item_0067_1_f_1.png|item_0067_1_f_2.png|item_0067_1_f_3.png|item_0067_1_f_4.png,item_0067_2_f_1.png|item_0067_2_f_2.png|item_0067_2_f_3.png|item_0067_2_f_4.png,item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png,item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png,item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png|item_0067_3_f_1.png,item_0067_1_b_1.png|item_0067_1_b_2.png|item_0067_1_b_3.png|item_0067_1_b_4.png,item_0067_2_b_1.png|item_0067_2_b_2.png|item_0067_2_b_3.png|item_0067_2_b_4.png,item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png,item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png,item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png|item_0067_3_b_1.png
1013,STRING_GOODS_1013,,T_TOKYO,GOODS_RAMEN,601,야키소바,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,44,0,0,5,0,0,icon_item_20041_1.png|icon_item_20041_1.png|icon_item_20041_1.png|icon_item_20041_1.png|icon_item_20041_1.png,shop_item_0068_1.png|shop_item_0068_2.png|shop_item_0068_3.png|shop_item_0068_4.png|shop_item_0068_5.png,item_0068_1_f_1.png|item_0068_1_f_2.png|item_0068_1_f_3.png|item_0068_1_f_4.png,item_0068_2_f_1.png|item_0068_2_f_1.png|item_0068_2_f_1.png|item_0068_2_f_1.png,item_0068_3_f_1.png|item_0068_3_f_1.png|item_0068_3_f_1.png|item_0068_3_f_1.png,item_0068_4_f_1.png|item_0068_4_f_1.png|item_0068_4_f_1.png|item_0068_4_f_1.png,item_0068_5_f_1.png|item_0068_5_f_1.png|item_0068_5_f_1.png|item_0068_5_f_1.png,item_0068_1_b_1.png|item_0068_1_b_2.png|item_0068_1_b_3.png|item_0068_1_b_4.png,item_0068_2_b_1.png|item_0068_2_b_1.png|item_0068_2_b_1.png|item_0068_2_b_1.png,item_0068_3_b_1.png|item_0068_3_b_1.png|item_0068_3_b_1.png|item_0068_3_b_1.png,item_0068_4_b_1.png|item_0068_4_b_1.png|item_0068_4_b_1.png|item_0068_4_b_1.png,item_0068_5_b_1.png|item_0068_5_b_1.png|item_0068_5_b_1.png|item_0068_5_b_1.png
1014,STRING_GOODS_1014,,T_VENEZIA,GOODS_RAMEN,601,크림 스파게티,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,14,0,0,5,0,icon_item_20042_1.png|icon_item_20042_1.png|icon_item_20042_1.png|icon_item_20042_1.png|icon_item_20042_1.png,shop_item_0077_1.png|shop_item_0077_2.png|shop_item_0077_3.png|shop_item_0077_3.png|shop_item_0077_3.png,item_0077_1_f_1.png|item_0077_1_f_2.png|item_0077_1_f_3.png|item_0077_1_f_4.png,item_0077_2_f_1.png|item_0077_2_f_1.png|item_0077_2_f_2.png|item_0077_2_f_2.png,item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png,item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png,item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png|item_0077_3_f_1.png,item_0077_1_b_1.png|item_0077_1_b_2.png|item_0077_1_b_3.png|item_0077_1_b_4.png,item_0077_2_b_1.png|item_0077_2_b_1.png|item_0077_2_b_2.png|item_0077_2_b_2.png,item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png,item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png,item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png|item_0077_3_b_1.png
1015,STRING_GOODS_1015,STRING_GOODS_second_1015,T_VENEZIA,GOODS_RAMEN,601,펜네 파스타,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,44,0,0,5,0,0,icon_item_20043_1.png|icon_item_20043_1.png|icon_item_20043_1.png|icon_item_20043_1.png|icon_item_20043_1.png,shop_item_0083_1.png|shop_item_0083_2.png|shop_item_0083_3.png|shop_item_0083_3.png|shop_item_0083_3.png,item_0083_1_f_1.png|item_0083_1_f_1.png|item_0083_1_f_2.png|item_0083_1_f_2.png,item_0083_2_f_1.png|item_0083_2_f_1.png|item_0083_2_f_1.png|item_0083_2_f_1.png,item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png,item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png,item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png|item_0083_3_f_1.png,item_0083_1_b_1.png|item_0083_1_b_1.png|item_0083_1_b_2.png|item_0083_1_b_2.png,item_0083_2_b_1.png|item_0083_2_b_1.png|item_0083_2_b_1.png|item_0083_2_b_1.png,item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png,item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png,item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png|item_0083_3_b_1.png
1016,STRING_GOODS_1016,STRING_GOODS_second_1016,T_VENEZIA,GOODS_RAMEN,601,하트 스파게티,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,22,0,0,5,0,icon_item_20044_1.png|icon_item_20044_1.png|icon_item_20044_1.png|icon_item_20044_1.png|icon_item_20044_1.png,shop_item_0087_1.png|shop_item_0087_1.png|shop_item_0087_1.png|shop_item_0087_1.png|shop_item_0087_1.png,item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png,item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png,item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png,item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png,item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png|item_0087_1_f_1.png,item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png,item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png,item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png,item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png,item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png|item_0087_1_b_1.png
1017,STRING_GOODS_1017,STRING_GOODS_second_1017,T_BEIJING,GOODS_RAMEN,601,짬짜면,GOODS_GOLD,ITEM_RARE_N,100,3000,3000,3,3,1,36,0,0,5,0,0,icon_item_20045_1.png|icon_item_20045_1.png|icon_item_20045_1.png|icon_item_20045_1.png|icon_item_20045_1.png,shop_item_0158_1.png|shop_item_0158_1.png|shop_item_0158_1.png|shop_item_0158_1.png|shop_item_0158_1.png,item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png,item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png,item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png,item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png,item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png|item_0158_1_f_1.png,item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png,item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png,item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png,item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png,item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png|item_0158_1_b_1.png
1018,STRING_GOODS_1018,STRING_GOODS_second_1018,T_TOKYO,GOODS_RAMEN,601,튀김 우동,GOODS_EXP,ITEM_RARE_N,100,4000,4000,3,3,1,0,13,0,0,5,0,icon_item_20046_1.png|icon_item_20046_1.png|icon_item_20046_1.png|icon_item_20046_1.png|icon_item_20046_1.png,shop_item_0239_1.png|shop_item_0239_1.png|shop_item_0239_1.png|shop_item_0239_1.png|shop_item_0239_1.png,item_0239_1_f_1.png|item_0239_1_f_2.png|item_0239_1_f_3.png|item_0239_1_f_4.png,item_0239_1_f_1.png|item_0239_1_f_1.png|item_0239_1_f_2.png|item_0239_1_f_2.png,item_0004_3_f_1.png|item_0004_3_f_1.png|item_0004_3_f_2.png|item_0004_3_f_2.png,item_0004_3_f_1.png|item_0004_3_f_1.png|item_0004_3_f_2.png|item_0004_3_f_2.png,item_0004_3_f_1.png|item_0004_3_f_1.png|item_0004_3_f_2.png|item_0004_3_f_2.png,item_0004_1_b_1.png|item_0004_1_b_2.png|item_0004_1_b_3.png|item_0004_1_b_4.png,item_0004_2_b_1.png|item_0004_2_b_1.png|item_0004_2_b_2.png|item_0004_2_b_2.png,item_0004_3_b_1.png|item_0004_3_b_1.png|item_0004_3_b_2.png|item_0004_3_b_2.png,item_0004_3_b_1.png|item_0004_3_b_1.png|item_0004_3_b_2.png|item_0004_3_b_2.png,item_0004_3_b_1.png|item_0004_3_b_1.png|item_0004_3_b_2.png|item_0004_3_b_2.png
1019,STRING_GOODS_1019,STRING_GOODS_second_1019,T_BEIJING,GOODS_RAMEN,601,중국 라면,GOODS_EXP,ITEM_RARE_N,100,3000,3000,3,3,1,0,9,0,0,5,0,icon_item_20047_1.png|icon_item_20047_1.png|icon_item_20047_1.png|icon_item_20047_1.png|icon_item_20047_1.png,shop_item_0189_1.png|shop_item_0189_2.png|shop_item_0189_3.png|shop_item_0189_4.png|shop_item_0189_5.png,item_0189_1_f_1.png|item_0189_1_f_1.png|item_0189_1_f_1.png|item_0189_1_f_1.png,item_0189_2_f_1.png|item_0189_2_f_1.png|item_0189_2_f_1.png|item_0189_2_f_1.png,item_0189_3_f_1.png|item_0189_3_f_1.png|item_0189_3_f_1.png|item_0189_3_f_1.png,item_0189_4_f_1.png|item_0189_4_f_1.png|item_0189_4_f_1.png|item_0189_4_f_1.png,item_0189_5_f_1.png|item_0189_5_f_1.png|item_0189_5_f_1.png|item_0189_5_f_1.png,item_0189_1_b_1.png|item_0189_1_b_1.png|item_0189_1_b_1.png|item_0189_1_b_1.png,item_0189_2_b_1.png|item_0189_2_b_1.png|item_0189_2_b_1.png|item_0189_2_b_1.png,item_0189_3_b_1.png|item_0189_3_b_1.png|item_0189_3_b_1.png|item_0189_3_b_1.png,item_0189_4_b_1.png|item_0189_4_b_1.png|item_0189_4_b_1.png|item_0189_4_b_1.png,item_0189_5_b_1.png|item_0189_5_b_1.png|item_0189_5_b_1.png|item_0189_5_b_1.png
1020,STRING_GOODS_1020,STRING_GOODS_second_1020,T_TOKYO,GOODS_RAMEN,601,돈코츠 라면,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,44,0,0,5,0,0,icon_item_20048_1.png|icon_item_20048_1.png|icon_item_20048_1.png|icon_item_20048_1.png|icon_item_20048_1.png,shop_item_0216_1.png|shop_item_0216_2.png|shop_item_0216_3.png|shop_item_0216_4.png|shop_item_0216_5.png,item_0216_1_f_1.png|item_0216_1_f_2.png|item_0216_1_f_3.png|item_0216_1_f_4.png,item_0216_2_f_1.png|item_0216_2_f_1.png|item_0216_2_f_1.png|item_0216_2_f_1.png,item_0216_3_f_1.png|item_0216_3_f_1.png|item_0216_3_f_1.png|item_0216_3_f_1.png,item_0216_4_f_1.png|item_0216_4_f_1.png|item_0216_4_f_1.png|item_0216_4_f_1.png,item_0216_5_f_1.png|item_0216_5_f_1.png|item_0216_5_f_1.png|item_0216_5_f_1.png,item_0216_1_b_1.png|item_0216_1_b_2.png|item_0216_1_b_3.png|item_0216_1_b_4.png,item_0216_2_b_1.png|item_0216_2_b_1.png|item_0216_2_b_1.png|item_0216_2_b_1.png,item_0216_3_b_1.png|item_0216_3_b_1.png|item_0216_3_b_1.png|item_0216_3_b_1.png,item_0216_4_b_1.png|item_0216_4_b_1.png|item_0216_4_b_1.png|item_0216_4_b_1.png,item_0216_5_b_1.png|item_0216_5_b_1.png|item_0216_5_b_1.png|item_0216_5_b_1.png
1021,STRING_GOODS_1021,STRING_GOODS_second_1021,T_SEOUL,GOODS_RAMEN,601,꽃게라면,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,23,0,0,5,0,icon_item_20049_1.png|icon_item_20049_1.png|icon_item_20049_1.png|icon_item_20049_1.png|icon_item_20049_1.png,shop_item_0221_1.png|shop_item_0221_2.png|shop_item_0221_3.png|shop_item_0221_4.png|shop_item_0221_5.png,item_0221_1_f_1.png|item_0221_1_f_2.png|item_0221_1_f_3.png|item_0221_1_f_4.png,item_0221_2_f_1.png|item_0221_2_f_1.png|item_0221_2_f_2.png|item_0221_2_f_2.png,item_0221_3_f_1.png|item_0221_3_f_1.png|item_0221_3_f_1.png|item_0221_3_f_1.png,item_0221_4_f_1.png|item_0221_4_f_1.png|item_0221_4_f_1.png|item_0221_4_f_1.png,item_0221_5_f_1.png|item_0221_5_f_1.png|item_0221_5_f_1.png|item_0221_5_f_1.png,item_0221_1_b_1.png|item_0221_1_b_2.png|item_0221_1_b_3.png|item_0221_1_b_4.png,item_0221_2_b_1.png|item_0221_2_b_1.png|item_0221_2_b_2.png|item_0221_2_b_2.png,item_0221_3_b_1.png|item_0221_3_b_1.png|item_0221_3_b_1.png|item_0221_3_b_1.png,item_0221_4_b_1.png|item_0221_4_b_1.png|item_0221_4_b_1.png|item_0221_4_b_1.png,item_0221_5_b_1.png|item_0221_5_b_1.png|item_0221_5_b_1.png|item_0221_5_b_1.png
1022,STRING_GOODS_1022,STRING_GOODS_second_1022,T_BEIJING,GOODS_RAMEN,601,동지 냉면,GOODS_GOLD,ITEM_RARE_N,100,4000,4000,3,3,1,45,0,0,5,0,0,icon_item_20050_1.png|icon_item_20050_1.png|icon_item_20050_1.png|icon_item_20050_1.png|icon_item_20050_1.png,shop_item_0229_1.png|shop_item_0229_2.png|shop_item_0229_3.png|shop_item_0229_4.png|shop_item_0229_5.png,item_0229_1_f_1.png|item_0229_1_f_2.png|item_0229_1_f_3.png|item_0229_1_f_4.png,item_0229_2_f_1.png|item_0229_2_f_1.png|item_0229_2_f_2.png|item_0229_2_f_2.png,item_0229_3_f_1.png|item_0229_3_f_1.png|item_0229_3_f_1.png|item_0229_3_f_1.png,item_0229_4_f_1.png|item_0229_4_f_1.png|item_0229_4_f_1.png|item_0229_4_f_1.png,item_0229_5_f_1.png|item_0229_5_f_1.png|item_0229_5_f_1.png|item_0229_5_f_1.png,item_0229_1_b_1.png|item_0229_1_b_2.png|item_0229_1_b_3.png|item_0229_1_b_4.png,item_0229_2_b_1.png|item_0229_2_b_1.png|item_0229_2_b_2.png|item_0229_2_b_2.png,item_0229_3_b_1.png|item_0229_3_b_1.png|item_0229_3_b_1.png|item_0229_3_b_1.png,item_0229_4_b_1.png|item_0229_4_b_1.png|item_0229_4_b_1.png|item_0229_4_b_1.png,item_0229_5_b_1.png|item_0229_5_b_1.png|item_0229_5_b_1.png|item_0229_5_b_1.png
1023,STRING_GOODS_1023,STRING_GOODS_second_1023,T_TOKYO,GOODS_RAMEN,601,미소 라멘,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,21,0,0,5,0,icon_item_20051_1.png|icon_item_20051_1.png|icon_item_20051_1.png|icon_item_20051_1.png|icon_item_20051_1.png,shop_item_0133_1.png|shop_item_0133_1.png|shop_item_0133_1.png|shop_item_0133_1.png|shop_item_0133_1.png,item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png,item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png,item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png,item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png,item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png|item_0133_1_f_1.png,item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png,item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png,item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png,item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png,item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png|item_0133_1_b_1.png
1024,STRING_GOODS_1024,STRING_GOODS_second_1024,T_NEWYORK,GOODS_RAMEN,601,폄킨 누들,GOODS_GOLD,ITEM_RARE_N,100,10000,10000,3,3,2,51,0,0,5,0,0,icon_item_20052_1.png|icon_item_20052_1.png|icon_item_20052_1.png|icon_item_20052_1.png|icon_item_20052_1.png,shop_item_0344_1.png|shop_item_0344_2.png|shop_item_0344_3.png|shop_item_0344_3.png|shop_item_0344_3.png,item_0344_1_f_1.png|item_0344_1_f_2.png|item_0344_1_f_3.png|item_0344_1_f_4.png,item_0344_2_f_1.png|item_0344_2_f_1.png|item_0344_2_f_2.png|item_0344_2_f_2.png,item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png,item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png,item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png|item_0344_3_f_1.png,item_0344_1_b_1.png|item_0344_1_b_2.png|item_0344_1_b_3.png|item_0344_1_b_4.png,item_0344_2_b_1.png|item_0344_2_b_1.png|item_0344_2_b_2.png|item_0344_2_b_2.png,item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png,item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png,item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png|item_0344_3_b_1.png
1025,STRING_GOODS_1025,STRING_GOODS_second_1025,T_BEIJING,GOODS_RAMEN,601,청정 해물 라면,GOODS_EXP,ITEM_RARE_N,100,10000,10000,3,3,2,0,22,0,0,5,0,icon_item_20053_1.png|icon_item_20053_1.png|icon_item_20053_1.png|icon_item_20053_1.png|icon_item_20053_1.png,shop_item_1002_1.png|shop_item_1002_2.png|shop_item_1002_3.png|shop_item_1002_4.png|shop_item_1002_5.png,item_1002_1_f_1.png|item_1002_1_f_1.png|item_1002_1_f_1.png|item_1002_1_f_1.png,item_1002_2_f_1.png|item_1002_2_f_1.png|item_1002_2_f_1.png|item_1002_2_f_1.png,item_1002_3_f_1.png|item_1002_3_f_1.png|item_1002_3_f_1.png|item_1002_3_f_1.png,item_1002_4_f_1.png|item_1002_4_f_1.png|item_1002_4_f_1.png|item_1002_4_f_1.png,item_1002_5_f_1.png|item_1002_5_f_1.png|item_1002_5_f_1.png|item_1002_5_f_1.png,item_1002_1_b_1.png|item_1002_1_b_1.png|item_1002_1_b_1.png|item_1002_1_b_1.png,item_1002_2_b_1.png|item_1002_2_b_1.png|item_1002_2_b_1.png|item_1002_2_b_1.png,item_1002_3_b_1.png|item_1002_3_b_1.png|item_1002_3_b_1.png|item_1002_3_b_1.png,item_1002_4_b_1.png|item_1002_4_b_1.png|item_1002_4_b_1.png|item_1002_4_b_1.png,item_1002_5_b_1.png|item_1002_5_b_1.png|item_1002_5_b_1.png|item_1002_5_b_1.png
